Series Description,Manufacturing (SIC); s.a. IP,Crude processing (capacity); s.a. IP,Primary & semifinished processing (capacity); s.a. IP,Finished processing (capacity); s.a. IP,Mining  (NAICS = 21); s.a. IP,"Electric power generation, transmission, and distribution  (NAICS = 2211); s.a. IP","Electric and gas utilities  (NAICS = 2211,2); s.a. IP",Natural gas distribution  (NAICS = 2212); s.a. IP,"Food, beverage, and tobacco  (NAICS = 311,2); s.a. IP","Textiles and products  (NAICS = 313,4); s.a. IP","Apparel and leather goods  (NAICS = 315,6); s.a. IP",Wood product  (NAICS = 321); s.a. IP,Paper  (NAICS = 322); s.a. IP,Printing and related support activities  (NAICS = 323); s.a. IP,Petroleum and coal products  (NAICS = 324); s.a. IP,Chemical  (NAICS = 325); s.a. IP,Plastics and rubber products  (NAICS = 326); s.a. IP,Nonmetallic mineral product  (NAICS = 327); s.a. IP,Primary metal  (NAICS = 331); s.a. IP,Fabricated metal product  (NAICS = 332); s.a. IP,Machinery  (NAICS = 333); s.a. IP,Computer and electronic product  (NAICS = 334); s.a. IP,"Electrical equipment, appliance, and component  (NAICS = 335); s.a. IP",Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Aerospace and miscellaneous transportation eq.  (NAICS = 3364-9); s.a. IP,Furniture and related product  (NAICS = 337); s.a. IP,Miscellaneous  (NAICS = 339); s.a. IP,Manufacturing (NAICS); s.a. IP,Durable manufacturing (NAICS); s.a. IP,Nondurable manufacturing (NAICS); s.a. IP,Other manufacturing; s.a. IP
1979-01,50.1175,86.3615,52.5593,45.4691,89.5171,51.8701,57.3273,91.1458,68.9086,182.0802,642.0768,80.8875,89.6816,79.4894,84.1263,67.828,48.0738,95.9792,134.472,83.9868,87.0914,1.1037,96.356,51.0801,64.7838,84.3205,47.9396,47.3727,32.6001,76.1016,159.4345
1979-02,50.2822,86.632,53.06,45.4421,89.4901,52.9704,59.1246,96.8969,68.2356,178.4016,628.5988,80.9295,92.1333,80.6386,83.5865,68.0467,47.6357,96.3765,137.0356,84.8137,87.8756,1.1322,98.3908,49.512,66.3264,83.5951,47.5898,47.5167,32.8288,75.8761,161.0674
1979-03,50.5319,86.9063,53.1769,45.627,89.6836,51.701,58.1192,97.2744,69.0946,181.2033,630.7329,81.6333,92.3692,79.6778,84.7193,68.2753,48.1712,98.9314,136.9772,85.1453,87.9544,1.149,97.7448,49.2313,66.4072,84.1474,47.5551,47.7473,32.9372,76.4276,162.3716
1979-04,49.7033,88.1017,52.5458,44.6269,90.8153,51.421,58.5877,101.8844,68.8608,178.4442,621.1391,80.8623,94.0282,80.3048,85.7176,68.372,46.4656,98.1783,137.1334,83.9626,86.9286,1.1272,95.4411,43.9192,65.2523,83.3421,46.6378,46.9632,32.0951,76.2337,159.819
1979-05,50.3711,87.6278,52.8793,45.4268,90.4026,50.6293,57.077,96.3225,69.0199,182.3107,616.4524,80.9523,92.7486,81.5942,86.2048,68.1815,46.6101,99.8351,138.12,84.4112,88.0973,1.1611,97.0484,47.4468,66.3454,83.6031,47.1664,47.5953,32.7948,76.3281,161.841
1979-06,50.4347,87.4813,52.7758,45.6017,90.4814,49.6535,56.2678,96.3684,69.1763,185.3074,619.2804,81.126,92.4787,81.544,85.6834,67.5824,45.5212,99.4643,140.8229,85.0808,88.7708,1.1966,97.3982,45.4852,67.2083,81.61,47.6683,47.6561,32.932,76.0974,161.9799
1979-07,50.4752,87.4861,52.5728,45.6338,89.7107,49.2284,55.2128,91.7883,68.3457,187.6632,615.8923,80.822,97.5117,80.4927,86.375,68.055,46.8697,97.7619,140.4477,84.6374,88.7177,1.2139,96.9609,43.6773,68.6887,82.0181,47.5278,47.6781,32.8168,76.5851,163.6688
1979-08,49.8556,88.5129,52.0598,45.1875,91.7729,50.1855,56.0765,92.1956,68.2204,183.736,618.602,81.9818,95.4093,82.2059,86.0858,67.7729,45.5408,97.3966,136.0082,83.8478,87.3027,1.2345,94.1374,39.1736,69.6285,82.6069,47.7244,47.0565,32.2325,76.1276,165.1691
1979-09,49.9215,87.6852,51.6689,45.8382,91.163,49.9319,55.6579,90.8394,67.9738,183.1827,619.054,82.3025,95.645,79.9827,83.4974,66.2503,45.2778,94.2588,133.0238,84.5689,88.0871,1.2515,97.5451,42.181,69.2832,83.1453,47.5464,47.1273,32.5777,75.2207,164.5564
1979-10,50.1677,88.9542,52.059,45.9459,92.5677,50.8624,56.4771,91.0915,68.7825,184.1077,621.3783,82.2774,95.9,81.207,84.8091,67.1244,45.4967,96.7708,133.5501,84.4967,86.4746,1.2871,97.4375,40.752,71.3402,84.9093,47.5274,47.3641,32.6279,75.9902,164.9423
1979-11,50.0173,89.488,51.7775,45.9581,92.8707,51.1722,56.8579,91.8907,68.6199,182.7504,623.9386,80.8775,96.0771,81.5101,83.4166,67.3968,45.0805,96.0093,134.0834,84.5798,85.0211,1.3249,98.6737,38.2516,71.668,85.0441,47.5607,47.19,32.4649,75.8594,167.5521
1979-12,50.1591,89.5596,51.5542,46.3158,92.7425,50.3556,55.8193,89.5527,69.2125,183.6382,633.0773,79.9556,97.2206,81.2427,84.4848,67.1823,43.6952,96.5703,131.6431,84.521,85.1015,1.3572,101.5059,37.9473,72.328,86.9881,47.3622,47.3456,32.5863,76.0599,165.917
1980-01,50.3941,90.3961,51.6022,46.7285,94.6165,49.3453,54.9428,89.3796,69.5606,187.1724,639.1055,80.5079,97.4415,81.3931,85.1403,67.0324,44.3369,94.8832,133.8454,85.2364,88.3758,1.3931,98.8522,35.4483,72.3326,86.8642,47.5394,47.5693,32.7348,76.4379,166.5249
1980-02,50.3519,89.6208,51.5295,47.0841,93.5329,51.1656,56.9705,92.6831,69.9657,185.8752,643.1447,81.0765,95.429,82.0302,83.91,66.4199,44.1929,92.9063,131.6882,83.8621,87.2988,1.4186,97.1469,37.3469,73.993,85.7055,46.9086,47.5114,32.7553,76.1372,168.1257
1980-03,49.9291,89.9548,51.269,46.7656,94.3431,52.4153,58.076,93.0308,69.3766,185.0645,644.0867,79.878,95.5241,81.9788,80.4766,65.6359,44.2936,89.8398,133.5882,83.5272,86.8477,1.4333,96.0969,35.4186,73.7599,84.5251,46.4842,47.1231,32.5062,75.4507,165.6866
1980-04,48.9277,89.2377,49.647,46.3688,93.3787,51.387,56.4095,87.6652,69.255,179.3924,647.6795,65.3886,93.7448,81.0915,77.2222,65.1928,42.6038,87.2839,128.3952,82.3731,85.5428,1.4542,93.7387,32.2427,72.8362,83.5813,46.3416,46.1501,31.6619,74.4857,165.0692
1980-05,47.469,88.7794,47.6252,45.7362,93.2868,50.3201,55.5204,87.7459,69.9257,172.9341,640.0302,65.3936,91.7712,81.6447,74.1671,62.8999,39.0497,84.4953,116.3076,78.6011,83.6305,1.4595,88.3565,28.8822,72.522,79.8896,44.7093,44.6972,30.4454,72.8924,167.6213
1980-06,46.7241,88.5194,46.6141,45.4265,92.979,50.09,55.5249,89.0899,69.7596,167.9416,636.2415,68.7977,92.7471,79.9696,73.1784,61.3994,37.6162,84.5521,109.305,76.6707,80.5966,1.4558,86.6345,28.9779,72.7829,77.196,43.7473,43.9726,29.8899,71.9225,167.2341
1980-07,46.2477,86.9173,46.326,45.2445,91.2241,52.1065,57.6414,91.8735,69.4547,164.4969,634.1542,70.4887,90.6602,80.7926,71.2923,60.0582,37.877,83.4045,98.8508,76.0776,80.4162,1.4599,86.0421,29.0488,72.7366,74.9404,43.9271,43.4656,29.5456,71.0911,171.2378
1980-08,46.5798,85.7936,46.7663,45.4021,89.4446,52.8696,57.934,89.5055,69.7151,165.9202,640.8699,75.9676,91.2068,80.5249,69.3865,61.5674,39.1323,84.5155,100.7979,76.3407,78.9038,1.4757,89.1478,28.8491,73.0034,76.6592,43.8916,43.7938,29.7262,71.7726,170.8965
1980-09,47.3721,87.3733,47.7358,45.9074,91.1303,53.3115,58.6723,91.9542,69.7878,168.7889,629.383,76.5215,93.7044,81.2154,71.3379,62.8951,40.4886,86.4363,105.2546,77.2358,80.0193,1.4862,88.9115,31.7533,73.3381,79.2875,44.0602,44.5709,30.351,72.7129,170.6598
1980-10,48.2104,86.9515,48.618,46.5687,90.9188,52.3967,58.1892,93.8601,70.351,172.6711,627.356,77.7991,94.4299,81.5873,70.898,63.6146,41.7962,87.2104,117.1906,77.9891,80.8245,1.515,90.5508,33.3448,74.3674,79.8637,43.9986,45.4058,31.1204,73.3886,169.1563
1980-11,49.0529,88.6822,49.6688,46.9351,92.5872,52.0562,58.4163,97.2507,69.9947,176.484,624.6404,81.9196,95.4727,82.2947,72.2592,64.7162,42.1736,88.7967,127.5451,78.9995,81.5257,1.5407,92.3955,34.8344,75.0716,80.6701,44.2105,46.214,31.886,73.9709,170.6635
1980-12,49.2686,90.493,49.906,47.0427,94.5669,52.6393,58.6741,95.728,70.4421,177.2085,626.1686,79.5067,96.1171,82.7771,73.4517,65.9565,42.5796,88.5679,128.5068,79.5121,82.0247,1.5735,91.2456,33.0835,75.0147,81.4312,44.5093,46.4002,31.8789,74.7318,173.0911
1981-01,49.0631,89.5646,49.5171,46.9616,93.4246,52.9641,57.8334,88.4456,70.1537,173.5594,622.4496,80.1456,95.1416,81.7209,77.265,65.7438,43.044,87.5478,126.3188,78.9392,82.2653,1.594,90.957,31.8015,73.859,80.1427,44.9083,46.2204,31.6812,74.6955,171.0132
1981-02,48.8031,90.4968,48.997,46.7676,94.5563,52.49,56.3603,81.4341,70.7111,170.9241,625.97,78.6392,95.9539,81.8701,74.5269,64.9926,43.0553,86.9407,126.741,79.2766,80.9244,1.5965,89.5829,31.3831,72.9195,79.6795,44.9839,45.9828,31.4819,74.4358,169.3875
1981-03,48.9537,91.1609,49.1833,47.0175,95.4108,52.5044,57.2832,87.3378,70.3827,169.736,624.8504,78.8747,96.8446,80.9961,72.945,65.6582,43.2142,86.4615,124.5355,79.484,81.588,1.6142,90.4867,32.696,72.3068,80.537,45.1666,46.1268,31.6592,74.4001,169.707
1981-04,49.2131,87.5456,49.3114,47.3441,90.3377,52.97,57.3227,85.0929,70.0405,170.4128,628.0692,79.2281,96.7151,81.6143,71.8801,65.8671,43.331,86.9899,124.5672,79.9298,82.3227,1.6486,90.8818,33.7919,71.2988,81.7822,45.6991,46.3707,31.9513,74.368,170.6641
1981-05,49.4551,87.9162,49.6585,47.5811,90.8658,52.9884,58.1401,90.243,70.6802,172.7126,631.1625,79.6063,96.8063,82.0787,71.7422,66.0896,44.3512,86.6191,123.3205,79.9821,82.5254,1.6638,92.8597,34.2937,70.5272,82.133,46.0854,46.5818,32.0495,74.8679,173.1947
1981-06,49.2285,90.8299,49.7119,47.2932,94.6581,54.5621,59.5858,91.1324,69.5376,174.7977,634.4239,75.2097,95.9634,83.6699,70.1269,66.1205,44.1146,85.1856,122.0304,79.9466,82.5475,1.6804,92.1499,34.1733,69.1224,82.0818,46.2961,46.3602,31.8999,74.5022,173.2194
1981-07,49.3255,93.2617,49.6464,47.5461,97.7763,54.2645,59.4366,91.7614,69.633,177.6824,641.2206,75.1382,96.6779,84.0314,69.6936,66.354,45.011,84.568,121.3747,80.1289,83.0814,1.7102,92.8532,33.0759,68.256,82.0344,47.1843,46.4651,31.9037,74.9046,172.2258
1981-08,49.3202,93.2467,49.4509,47.6495,98.1329,52.9443,58.2277,91.0497,69.9993,176.3766,648.0269,74.2667,96.7068,84.0206,72.274,65.0549,45.0206,83.939,123.0809,79.7996,82.9002,1.7542,91.8862,31.9769,68.3249,80.4108,47.4115,46.4487,31.8883,74.8925,173.3472
1981-09,49.1372,92.8581,49.0497,47.6204,97.6469,52.1022,57.4069,90.2842,69.9871,174.6347,645.736,68.9203,96.3862,85.0036,70.9744,65.3854,44.7501,82.8071,119.894,79.8055,83.2931,1.7803,91.6153,30.1393,68.7512,80.4962,48.193,46.2541,31.6896,74.8019,174.931
1981-10,48.6639,91.9344,48.3279,47.7983,96.9451,52.4759,58.126,92.9166,70.8188,171.0172,646.887,67.085,93.478,85.1619,69.9037,64.2951,44.2383,80.578,112.1814,78.7657,82.6952,1.7939,90.6815,30.2675,68.2345,79.1751,48.1836,45.797,31.3173,74.2657,174.4043
1981-11,48.0509,91.0353,47.4539,47.5922,96.101,52.521,57.6211,89.4301,71.5804,165.4867,647.3089,63.3361,93.9192,84.9878,69.9945,62.9951,43.6472,79.4341,106.8816,77.6198,81.8327,1.8005,87.722,28.2878,67.8589,77.5083,48.2386,45.1891,30.7182,73.91,175.2748
1981-12,47.265,90.2588,46.8189,47.191,96.0324,53.2279,58.7538,92.9528,71.9295,161.2896,635.613,62.3718,89.2806,87.0763,69.6459,61.6182,41.6666,77.2976,102.2555,76.2026,80.1496,1.8075,83.7338,27.0267,67.4027,76.7023,48.0555,44.4055,30.1229,72.8434,176.8131
1982-01,46.1053,89.3091,45.9121,45.8951,94.8773,53.4558,58.6773,91.2303,71.2914,154.0101,603.3944,61.8374,91.843,86.8936,67.3063,60.7927,41.6542,74.1806,100.2533,73.9582,76.3152,1.7752,84.4498,24.9181,65.1748,73.9643,46.8469,43.3192,29.1461,71.8876,172.1541
1982-02,47.4095,90.5802,46.3659,47.6036,95.9166,52.4204,57.0669,86.3837,73.4774,161.3012,636.5446,64.7071,95.7501,87.7916,66.7592,61.8926,43.5656,75.7504,95.7192,75.1371,78.8287,1.8673,87.9032,26.047,67.2492,76.6747,48.1503,44.5513,29.9677,73.9573,176.3695
1982-03,47.0568,89.7399,45.976,47.4366,95.1463,52.4953,57.0847,86.0926,72.9207,160.652,632.7121,63.5012,94.3314,88.2479,67.3265,61.543,43.2096,75.5234,92.7472,73.8932,76.2731,1.8736,84.5338,27.7357,66.3724,76.8412,48.045,44.2051,29.6865,73.549,176.495
1982-04,46.6874,87.7409,45.6924,47.1821,93.1741,52.8043,57.1589,84.8851,71.6137,161.8732,629.5578,64.9459,92.49,89.038,67.2237,61.0144,43.102,74.4272,87.9524,72.3726,74.3354,1.8998,85.1819,29.1993,65.333,76.0591,47.5044,43.8757,29.4954,72.8955,173.3768
1982-05,46.5845,86.4184,45.2506,47.2554,91.6687,52.1617,55.6165,78.2864,71.7445,160.2154,630.5441,66.2445,92.3301,90.0236,68.7788,60.3276,43.7527,73.8081,84.6592,71.9252,72.5978,1.9159,83.7095,30.3228,64.5921,75.8336,47.7975,43.7735,29.3624,72.9476,173.514
1982-06,46.5393,85.5586,45.1706,47.2664,90.4105,51.6694,55.8156,82.3082,72.5712,159.1916,639.1418,66.1851,93.1438,89.802,69.8126,60.6761,43.7619,75.038,84.3337,70.9652,69.084,1.9421,82.9956,30.6165,64.5896,75.6538,47.8895,43.7298,29.1585,73.4805,173.4483
1982-07,46.4779,84.4086,44.9834,47.4047,89.0632,51.2599,55.8107,84.5336,72.5145,158.7714,630.148,68.2319,92.5824,91.7252,70.6007,60.7361,43.0468,74.0974,82.9214,70.156,67.096,1.9666,80.8101,31.9641,65.1046,75.4889,47.7924,43.6733,29.1156,73.4015,173.0709
1982-08,46.0676,84.3101,44.4891,46.9044,88.4249,50.5359,55.1218,83.9856,72.8279,158.5558,635.2663,67.954,96.5685,90.995,68.4915,60.3888,43.4055,74.6174,80.6168,70.1309,64.7835,1.9424,79.2635,29.8999,64.2926,76.828,47.9172,43.2538,28.5721,73.6115,174.774
1982-09,45.9678,83.3557,44.3932,46.9427,87.551,50.4664,55.3063,85.5747,73.1066,158.4154,645.8109,66.8985,94.4279,92.2757,69.4241,61.1405,43.4145,74.1764,80.7008,69.5142,63.5046,1.9608,77.9083,28.5868,65.1661,76.3205,47.3718,43.1493,28.3404,73.9958,175.3809
1982-10,45.4127,83.1618,43.8294,46.521,87.241,50.7511,55.4728,85.0887,73.5763,158.7992,641.5103,66.7903,95.3163,90.984,70.4671,60.918,42.4161,73.6247,74.9328,68.2846,61.6029,1.9479,77.6744,26.8137,65.4425,74.3723,46.3641,42.6066,27.7245,73.9611,175.2602
1982-11,45.1725,83.0379,43.6422,46.402,87.0097,51.3835,56.2143,86.4667,73.6904,159.6548,635.9165,68.1302,94.9415,90.9119,68.7824,60.2653,42.4465,73.8315,70.0702,67.3838,60.4068,1.9549,77.4512,26.8726,66.2036,74.061,45.8133,42.351,27.5262,73.6246,177.1325
1982-12,45.0197,81.7418,43.3232,46.2635,85.9572,50.6308,54.5005,79.3481,71.9508,160.899,625.4611,67.3817,91.1197,89.4395,67.9599,60.316,42.8406,73.3321,71.0305,67.0478,59.5608,1.9718,75.6296,28.6249,66.0358,75.0524,45.394,42.198,27.6252,72.6704,177.3909
1983-01,46.0723,83.2596,44.2464,46.9892,86.7853,49.9256,54.3859,82.4522,73.7883,166.5952,645.5579,73.6107,96.8528,91.8084,67.0497,61.0532,43.6465,75.6802,76.7303,67.8771,59.2432,2.0305,78.28,30.2964,65.6241,74.9168,45.7396,43.2063,28.2824,74.4134,179.4748
1983-02,46.0548,81.9522,44.3192,46.5268,85.026,50.4497,52.9868,70.4264,72.4238,170.104,625.8262,72.6709,95.9069,92.0842,66.3841,62.4667,43.2361,75.6177,79.7565,68.0573,58.1486,2.0295,77.8294,32.3167,64.1409,74.1463,44.7443,43.2041,28.3529,74.1591,178.0497
1983-03,46.4775,81.1015,45.1041,46.8352,83.928,51.2928,54.9214,78.4446,71.8411,174.1581,633.134,71.065,95.2054,93.4218,67.7005,62.7789,44.5255,76.7401,82.704,68.5559,58.3007,2.0763,80.6078,32.3404,64.2348,75.704,45.9327,43.6187,28.7185,74.5469,177.9924
1983-04,47.0395,82.2044,45.8,47.2197,84.7957,52.547,55.9632,78.3952,72.3086,176.0234,642.5239,72.6766,96.5205,93.4789,69.1949,63.8831,45.7945,77.4088,83.5077,69.8961,58.7306,2.1111,81.3287,33.1651,62.9209,77.5032,46.4499,44.1489,29.0417,75.539,179.8531
1983-05,47.6008,82.0522,46.1707,47.6384,84.4269,51.4783,54.9256,77.4532,72.2758,178.4411,643.9841,75.5182,100.2284,94.0473,70.3013,64.4036,46.0658,78.7425,85.6183,70.1422,60.1733,2.1474,82.6324,34.1026,62.2527,80.0171,46.671,44.703,29.4957,76.1787,179.5042
1983-06,47.9652,82.0114,46.537,47.9487,84.6139,51.8386,54.7609,74.4314,72.9441,179.4383,645.2436,76.3725,99.5187,95.5529,70.8881,64.4851,46.2075,79.8971,86.5058,70.6009,60.7116,2.167,83.5034,35.479,61.4311,82.0284,46.7763,45.0676,29.8133,76.535,178.8591
1983-07,48.6436,82.7898,47.3697,48.6231,85.1756,53.793,56.6429,76.0587,72.998,178.7721,651.8046,79.0728,100.5025,96.4885,71.5242,65.4703,46.8726,81.3867,84.1993,71.6778,62.5697,2.2454,84.5114,36.5835,61.4268,84.7754,47.8196,45.7459,30.4177,77.1558,177.737
1983-08,49.0776,83.6709,48.1425,48.9751,85.9359,55.9716,58.9367,79.151,72.7634,184.6693,652.3669,77.5478,102.0112,96.9792,70.6909,65.8493,47.7977,82.1591,87.0383,72.4794,62.5003,2.2358,84.7974,38.8781,61.2332,86.6354,47.8301,46.144,30.7577,77.57,180.2098
1983-09,49.9855,84.2471,48.8636,49.8608,86.4766,55.8101,58.7855,79.0626,73.4763,185.0746,666.0561,78.6013,100.9935,99.6172,72.7536,66.8228,48.6791,83.3804,90.1144,73.6594,63.8698,2.3453,88.3555,39.7592,61.0711,87.7167,47.9444,47.032,31.4993,78.5531,180.5127
1983-10,50.5002,85.3279,49.2839,50.0435,87.319,54.4864,57.8501,80.2342,72.7174,184.3147,664.1963,80.5242,103.6197,101.3025,70.9696,67.6908,49.0789,83.6665,94.9554,74.2165,65.1812,2.3733,88.3852,40.5229,61.7275,89.1702,48.3378,47.5157,31.9927,78.7856,182.436
1983-11,50.752,85.4074,49.5477,50.2959,87.3579,54.4949,58.1937,82.4889,72.7308,184.9907,664.622,80.0942,103.1845,101.3129,71.6458,68.0572,49.4872,82.9443,92.7692,74.679,66.3313,2.4034,90.205,40.6301,62.1367,90.4313,48.9303,47.7541,32.2109,78.9853,183.2296
1983-12,50.8709,84.5331,50.1352,50.468,86.422,56.0095,60.9012,92.0865,71.8766,186.4978,665.6248,80.2567,102.4987,102.1687,67.5261,67.3641,50.4491,81.7751,91.3595,75.3438,68.0103,2.4259,90.0881,42.0033,62.249,91.2762,49.2563,47.8977,32.5334,78.4585,180.9008
1984-01,51.793,87.939,50.7901,51.417,90.5014,56.4855,60.6747,87.8891,73.0807,186.7674,666.9113,81.2206,103.2703,101.0423,69.5605,68.5262,51.1629,84.6618,92.92,75.9491,68.584,2.4963,93.6037,44.3256,63.3334,91.6562,49.5675,48.7835,33.2842,79.4052,182.6682
1984-02,52.3609,87.3576,51.2243,51.6695,89.4444,55.4511,59.3802,85.0613,72.2237,187.0308,673.5727,81.8143,104.3584,101.5947,74.7656,69.047,51.5956,87.785,97.7537,76.2351,69.7702,2.5535,94.6561,43.7272,64.5931,92.1703,50.5052,49.3219,33.7888,79.8187,184.3895
1984-03,52.5986,86.9946,51.6037,51.981,88.7973,56.9966,60.8294,86.0533,72.8221,186.8539,675.4777,82.7268,103.9383,102.594,72.7299,69.4915,52.2507,85.2758,97.6256,76.7672,70.4232,2.5858,94.9804,44.1724,64.4615,91.7298,50.2236,49.5399,33.9403,80.165,185.7666
1984-04,52.8605,88.5346,51.6196,52.3442,90.424,56.0031,60.5065,89.619,73.5249,187.9769,671.3262,83.4576,106.501,101.6772,71.4889,68.9883,52.7556,85.173,98.78,77.0014,71.8219,2.6379,93.6687,42.835,65.7523,94.4254,50.5839,49.7923,34.1731,80.3725,186.2237
1984-05,53.0129,89.5278,51.9898,52.3232,91.7509,56.758,61.0651,89.0729,73.4653,186.9433,661.2895,81.1187,105.9601,105.2384,71.63,69.205,53.8187,85.8503,101.068,77.4471,71.9417,2.6808,92.5029,42.052,66.0653,93.7314,50.7551,49.9335,34.2704,80.6006,186.9895
1984-06,53.2589,89.8055,52.1262,52.5555,91.9853,56.8079,60.7373,86.5197,73.3632,185.388,656.5444,82.8319,105.0448,105.5758,71.9665,69.461,55.1118,85.9495,97.9699,78.1547,72.8114,2.7215,94.5028,42.3821,66.6607,92.3562,50.8151,50.1659,34.5139,80.6936,187.8262
1984-07,53.4679,91.0621,51.9423,52.8392,93.6447,55.4991,59.0902,82.8064,73.1853,184.4285,647.5407,82.528,106.8922,106.895,70.3847,68.9861,54.9992,86.4212,97.9231,78.4279,73.068,2.7667,95.139,43.6068,66.2944,92.1088,51.5605,50.3687,34.8035,80.516,188.0598
1984-08,53.5845,90.0376,52.1162,53.0903,92.6518,56.3312,59.7139,82.2124,73.2773,182.3842,642.2675,81.6182,103.9779,107.4577,70.3172,68.594,55.0057,86.3342,94.7026,78.6578,73.6122,2.8068,95.5257,44.5717,67.5604,92.1303,51.5129,50.4624,35.0334,80.1124,189.8594
1984-09,53.4052,90.6076,51.6788,53.0763,93.1454,55.7538,59.0898,81.2805,73.6076,181.3716,629.2234,82.2943,105.4733,106.1901,70.1826,68.3944,55.2647,86.6208,88.9737,78.3898,74.2734,2.8288,94.9965,42.6029,68.5809,92.0693,51.7221,50.2846,34.8383,80.0712,189.9959
1984-10,53.6921,88.0502,51.853,53.5425,90.2035,56.1733,59.0571,78.5124,75.4491,178.6208,625.6857,80.9407,104.01,108.1969,70.6347,68.1941,55.408,86.7705,91.051,78.6031,74.1562,2.8552,96.3889,42.2476,69.1406,93.4295,52.1151,50.5399,35.0055,80.5118,192.2614
1984-11,53.8324,88.1661,52.071,53.7214,90.2872,56.9023,59.8144,79.4543,74.6202,177.6683,619.6703,81.3135,103.51,108.2021,71.4512,68.7548,55.7521,87.7109,90.6495,78.399,73.6609,2.8841,96.1337,44.2926,68.4514,93.8379,52.0314,50.677,35.2045,80.3852,192.3322
1984-12,53.9756,88.2054,51.7869,54.1676,90.4119,55.9141,58.8117,78.3177,75.319,175.3121,624.683,81.8248,103.9653,106.5867,69.5438,68.6219,56.112,87.2221,88.1863,78.7964,73.6527,2.8972,95.3957,45.4998,69.5887,93.8388,52.0152,50.8267,35.3579,80.4596,191.5954
1985-01,53.8473,86.6025,52.1532,54.0193,88.2997,58.8201,61.2879,78.2163,75.1114,175.1753,626.4434,79.3552,103.451,106.6473,68.5425,67.982,56.1056,85.6011,89.7342,78.1882,72.3162,2.9079,92.8551,46.4531,69.8473,94.2097,51.728,50.6737,35.2786,80.1293,193.7911
1985-02,53.6528,87.8537,52.5031,53.7043,90.1035,59.5447,63.4202,89.067,75.181,175.2185,613.4427,79.3401,103.6431,107.5354,69.8021,67.9844,55.7579,84.933,89.3519,78.5883,71.7062,2.8988,94.8008,44.7622,69.3823,93.7261,51.2775,50.4645,35.0418,80.1002,195.2404
1985-03,54.0715,88.0989,52.2283,54.19,90.2151,57.6177,60.5034,79.9266,75.2543,175.9846,617.6629,81.0442,104.0137,107.7448,69.9408,68.3794,56.0542,86.2211,88.9903,79.1431,73.5029,2.9245,94.1784,45.1092,70.635,93.6848,51.7679,50.8501,35.4063,80.3954,197.4079
1985-04,53.8994,87.9271,52.2659,53.9248,89.9973,58.2821,61.1006,80.1051,75.5489,175.7653,610.6225,81.7779,101.9096,108.807,71.3604,68.9831,56.1392,87.6854,89.0379,79.0431,72.4024,2.8761,92.9274,44.7678,70.484,93.6513,51.3838,50.6841,35.1567,80.5735,197.1056
1985-05,53.9861,88.0732,52.2804,54.0435,90.1416,58.7104,60.9681,76.4425,75.768,176.1872,615.2917,82.4919,101.7576,111.4918,71.3771,69.0678,55.8743,87.8241,85.6606,79.0712,73.2874,2.8946,94.167,44.4632,70.5703,92.5235,51.5997,50.7775,35.1875,80.8345,196.4437
1985-06,54.0043,87.793,52.1002,54.2957,90.2692,57.6029,60.4293,79.4684,76.4946,176.8004,618.6056,83.6697,102.0655,109.397,70.8116,68.1685,55.485,88.2953,87.0474,78.9816,72.671,2.917,93.3451,44.3806,71.2878,92.9653,51.4393,50.7946,35.2626,80.657,196.4984
1985-07,53.7809,86.6871,51.8566,54.1716,88.7068,57.5166,60.6475,81.6186,76.4853,174.4112,619.9665,83.2603,102.685,106.5755,71.0069,67.7546,54.9915,89.2296,84.8646,78.3764,72.3707,2.8564,92.7147,46.0394,70.3518,92.5403,51.323,50.5746,35.1097,80.3091,196.4727
1985-08,54.0467,86.0749,52.147,54.4678,88.608,57.5102,60.5193,80.7131,76.4032,177.096,622.7735,85.3248,101.4108,111.2581,70.7973,67.3854,56.3355,88.665,85.7884,78.9195,72.6439,2.8796,93.6299,45.5104,71.7713,93.0169,51.7926,50.8314,35.3222,80.607,196.8851
1985-09,54.0882,87.0024,52.3003,54.5948,89.6344,58.9725,61.6959,80.0767,76.7358,177.8671,624.8394,84.7728,102.5121,111.9323,68.035,68.5178,57.0763,89.2588,86.3228,78.7977,71.8748,2.8561,93.5647,45.2121,71.8038,94.289,51.9939,50.8941,35.2148,81.1954,195.1349
1985-10,53.955,86.5603,51.9606,54.6251,89.0671,58.6015,61.1467,78.3774,76.5294,179.3067,626.9486,85.2093,101.9061,109.5975,70.8,67.8788,56.8027,89.5716,85.8243,78.3784,72.1456,2.8593,91.1441,44.9953,72.2439,94.4463,52.1832,50.7794,35.1694,80.9037,193.8154
1985-11,54.3216,85.5039,52.1565,55.177,87.9973,58.8091,61.0476,76.2908,76.2013,180.1115,631.5947,84.8562,101.5137,109.9068,69.6879,68.9636,56.8711,87.9127,87.2887,78.8104,72.683,2.9051,92.0474,45.9168,73.4138,94.7122,52.1774,51.1419,35.5257,81.1434,193.7388
1985-12,54.512,86.9583,52.88,55.3321,89.8511,60.6466,63.9598,86.2854,76.8029,179.8589,631.7003,83.0513,103.4444,111.388,69.899,68.695,57.1493,89.5048,88.2254,79.2216,72.594,2.9293,94.1112,44.8693,73.6007,95.6408,52.8387,51.3224,35.6197,81.5314,194.3117
